domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
nomads.ncdc.noaa.gov,3115,49836,4153,15.99871589,26.66452648,4153
npwrc.usgs.gov,3115,3115,3115,1,0,3115
nsep.gov,3115,3115,3115,1,0,3115
nwc.ndu.edu,3115,13497,3115,4.332905297,508.623114,2076
oceandata.sci.gsfc.nasa.gov,3115,9344,1038,2.999678973,45.329374,1038
ofmstage.rtpnc.epa.gov,3115,3115,3115,1,0,3115
oig.usaid.gov,3115,5191,4153,1.666452648,28.99743178,4153
oprm.va.gov,3115,6229,5191,1.999678973,130.3223114,3115
ott.nih.gov,3115,8306,3115,2.666452648,26.66452648,3115
overseasbuildings.state.gov,3115,9344,3115,2.999678973,74.32680578,4153
patentsgazette.uspto.gov,3115,57103,4153,18.33162119,271.6433387,3115
people.mil,3115,10382,3115,3.332905297,43.32969502,3115
permits.performance.gov,3115,8306,3115,2.666452648,90.65874799,3115
playbook.cio.gov,3115,4153,3115,1.333226324,4.332905297,3115
policy.defense.gov,3115,6229,5191,1.999678973,23.33130016,5191
poolsafely.gov,3115,3115,3115,1,11.99903692,3115
prevention.nih.gov,3115,5191,3115,1.666452648,84.65939005,3115
prevention.va.gov,3115,5191,4153,1.666452648,0,4153
pubs.cancer.gov,3115,30109,3115,9.665810594,374.3011236,3115
rcrainfopreprod.epa.gov,3115,8306,1038,2.666452648,377.3011236,3115
regions.noaa.gov,3115,3115,3115,1,228.9804173,2076
ruc.noaa.gov,3115,3115,3115,1,0,3115
ruralhealth.va.gov,3115,7268,4153,2.333226324,19.66484751,3115
safetravel.grc.nasa.gov,3115,4153,2076,1.333226324,72.99390048,3115
saginaw.va.gov,3115,3115,3115,1,3.999678973,3115
salem.va.gov,3115,14535,4153,4.666131621,192.3168539,4153
sdg.data.gov,3115,12459,2076,3.999678973,66.32776886,3115
search.foia.gov,3115,4153,3115,1.333226324,190.9836276,2076
sfxapp.nlm.nih.gov,3115,3115,3115,1,0,3115
sis.nlm.nih.gov,3115,8306,4153,2.666452648,69.66067416,3115
sl.usembassy.gov,3115,5191,3115,1.666452648,671.9425361,1038
so.usmission.gov,3115,6229,3115,1.999678973,11.33226324,3115
specialcollections.nal.usda.gov,3115,3115,3115,1,0,3115
spl.usace.army.mil,3115,7268,3115,2.333226324,15.99871589,3115
spo.nmfs.noaa.gov,3115,5191,3115,1.666452648,97.99165329,3115
taaps.gov,3115,17650,3115,5.666131621,116.9900482,3115
topomaps.usgs.gov,3115,5191,3115,1.666452648,22.99807384,2076
tr.edit.usembassy.gov,3115,13497,1038,4.332905297,449.294703,6229
usaisr.amedd.army.mil,3115,4153,3115,1.333226324,262.6443018,2076
usmcservmart.gsa.gov,3115,133934,2076,42.9964687,2111.818941,3115
uspto.usajobs.gov,3115,3115,3115,1,99.32487961,1038
ussm.gov,3115,3115,3115,1,0,3115
va.usembassy.gov,3115,16612,4153,5.332905297,660.9434992,3115
vahracademy.va.gov,3115,7268,3115,2.333226324,14.99871589,3115
vehicledispatch.fas.gsa.gov,3115,21803,1038,6.999357945,136.3216693,3115
vt.public.ng.mil,3115,10382,3115,3.332905297,351.3033708,3115
w2.weather.gov,3115,6229,5191,1.999678973,0,4153
water-md.weather.gov,3115,5191,3115,1.666452648,21.99807384,3115
woundedwarrior.af.mil,3115,4153,3115,1.333226324,52.32873194,3115
woundedwarrior.marines.mil,3115,14535,2076,4.666131621,545.6199037,3115
ws.usembassy.gov,3115,4153,3115,1.333226324,24.66452648,3115
www1.va.gov,3115,10382,5191,3.332905297,113.9903692,3115
wwwdev.cdc.gov,3115,11421,1038,3.666452648,139.6545746,3115
wy-mt.water.usgs.gov,3115,3115,2076,1,0,3115
zh-redelivery.usps.com,3115,8306,3115,2.666452648,71.32712681,3115
104fw.ang.af.mil,2076,4153,1038,2.000481696,212.5500963,2076
105aw.ang.af.mil,2076,8306,2076,4.000963391,46.511079,2076
10millionpatents.uspto.gov,2076,2076,2076,1,13.00289017,2076
121arw.ang.af.mil,2076,3115,2076,1.500481696,19.00433526,2076
124thfighterwing.ang.af.mil,2076,11421,2076,5.501445087,414.0973025,2076
127wg.ang.af.mil,2076,4153,2076,2.000481696,6.001445087,2076
134arw.ang.af.mil,2076,3115,2076,1.500481696,105.5250482,2076
143aw.ang.af.mil,2076,6229,2076,3.000481696,99.02312139,2076
144fw.ang.af.mil,2076,4153,2076,2.000481696,30.00722543,2076
145aw.ang.af.mil,2076,5191,1038,2.500481696,33.50770713,2076
146aw.ang.af.mil,2076,2076,2076,1,0,2076
154wg.ang.af.mil,2076,6229,2076,3.000481696,115.526975,1038
165aw.ang.af.mil,2076,8306,2076,4.000963391,180.0423892,2076
171arw.ang.af.mil,2076,7268,1038,3.500963391,228.5539499,2076
175wg.ang.af.mil,2076,84098,2076,40.50963391,380.5895954,2076
176wg.ang.af.mil,2076,4153,1038,2.000481696,30.00722543,2076
178wing.ang.af.mil,2076,2076,2076,1,24.50578035,2076
180fw.ang.af.mil,2076,13497,2076,6.501445087,139.0327553,2076
1af.acc.af.mil,2076,5191,2076,2.500481696,46.511079,2076
2016.trade.gov,2076,8306,2076,4.000963391,111.5260116,2076
301fw.afrc.af.mil,2076,5191,2076,2.500481696,139.5327553,2076
302aw.afrc.af.mil,2076,2076,2076,1,0,2076
340ftg.afrc.af.mil,2076,2076,1038,1,861.2027938,1038
349amw.afrc.af.mil,2076,2076,2076,1,0,2076
353sog.af.mil,2076,14535,2076,7.001445087,210.0496146,2076
459arw.afrc.af.mil,2076,2076,2076,1,0,2076
501csw.usafe.af.mil,2076,6229,1038,3.000481696,209.0491329,2076
60plus.smokefree.gov,2076,2076,2076,1,21.50529865,1038
9thmcd.marines.mil,2076,2076,2076,1,0,2076
accrualnet.cancer.gov,2076,13497,2076,6.501445087,1201.282755,2076
acetool.commerce.gov,2076,2076,2076,1,0,2076
addictionresearch.nih.gov,2076,3115,2076,1.500481696,183.5433526,1038
afvec.langley.af.mil,2076,2076,2076,1,0,2076
ago.noaa.gov,2076,2076,2076,1,0,2076
alpenacrtc.ang.af.mil,2076,2076,2076,1,0,2076
alzheimers.gov,2076,2076,2076,1,6.001445087,2076
ameddregiment.amedd.army.mil,2076,4153,2076,2.000481696,158.5370906,2076
analytics.usa.gov,2076,2076,2076,1,13.00289017,2076
andersen.af.mil,2076,5191,3115,2.500481696,51.51204239,3115
apps.export.gov,2076,5191,4153,2.500481696,0,3115
archive.usgs.gov,2076,2076,2076,1,17.50433526,2076
arh.noaa.gov,2076,3115,2076,1.500481696,16.00385356,2076
at-iqrs.npdb.hrsa.gov,2076,4153,2076,2.000481696,26.00626204,2076
augusta.va.gov,2076,2076,2076,1,31.00722543,2076
aviationweather.ncep.noaa.gov,2076,2076,2076,1,0,2076
bard.wr.usgs.gov,2076,3115,2076,1.500481696,3.500963391,2076
basemap.nationalmap.gov,2076,4153,1038,2.000481696,67.01589595,2076
beta.sam.gov,2076,3115,2076,1.500481696,46.0105973,2076
butler.va.gov,2076,6229,3115,3.000481696,151.5356455,3115
calval.cr.usgs.gov,2076,5191,2076,2.500481696,65.01541426,3115
campusdrugprevention.gov,2076,2076,2076,1,0,2076
cancercontrolplanet.cancer.gov,2076,2076,2076,1,0,2076
careers.noaa.gov,2076,4153,3115,2.000481696,269.5635838,2076
cbiit.cancer.gov,2076,8306,2076,4.000963391,107.5255299,1038
ccac.gov,2076,4153,2076,2.000481696,114.526975,2076
cds.nccs.nasa.gov,2076,3115,1038,1.500481696,8.001926782,2076
cerc.usgs.gov,2076,2076,1038,1,0,2076
channelislands.noaa.gov,2076,9344,2076,4.500963391,39.50915222,2076
chemview.epa.gov,2076,5191,3115,2.500481696,180.0423892,1038
chillicothe.va.gov,2076,2076,2076,1,0,2076
cio.noaa.gov,2076,8306,4153,4.000963391,0,3115
clinton.presidentiallibraries.us,2076,2076,1038,1,0,2076
cms.usajobs.gov,2076,3115,2076,1.500481696,296.5698459,0
cmsp.noaa.gov,2076,5191,2076,2.500481696,125.5293834,3115
coastwatch.pfel.noaa.gov,2076,3115,2076,1.500481696,2.000481696,2076
colorusage.arc.nasa.gov,2076,2076,2076,1,0,2076
columbiamo.va.gov,2076,2076,2076,1,0,2076
computersforlearning.gov,2076,4153,2076,2.000481696,33.50770713,2076
contractdirectory.gov,2076,2076,2076,1,0,2076
coralreef.gov,2076,2076,2076,1,0,2076
coris.noaa.gov,2076,4153,2076,2.000481696,9.502408478,2076
cpfp.cancer.gov,2076,2076,2076,1,0,2076
crime-data-explorer.fr.cloud.gov,2076,2076,2076,1,0,2076
css.ncifcrf.gov,2076,2076,2076,1,0,2076
daac.gsfc.nasa.gov,2076,2076,2076,1,0,2076
dacowits.defense.gov,2076,3115,2076,1.500481696,24.50578035,3115
data.noaa.gov,2076,4153,2076,2.000481696,289.5679191,1038
dcips.defense.gov,2076,5191,2076,2.500481696,308.572736,2076
dcmo.defense.gov,2076,14535,2076,7.001445087,374.0881503,2076
dctd.cancer.gov,2076,3115,2076,1.500481696,555.6305395,2076
dea.usajobs.gov,2076,2076,2076,1,640.1507707,0
deais.nci.nih.gov,2076,3115,2076,1.500481696,415.5977842,1038
dhsadvantage.gsa.gov,2076,6229,2076,3.000481696,137.0322736,2076
digitop.nal.usda.gov,2076,6229,2076,3.000481696,102.5240848,4153
dodcertpmo.defense.gov,2076,3115,1038,1.500481696,50.51204239,2076
dodsioo.defense.gov,2076,2076,2076,1,0,2076
dpcld.defense.gov,2076,4153,2076,2.000481696,144.5342004,2076
dsp.dla.mil,2076,14535,3115,7.001445087,61.51445087,3115
eagnmncom069d.usps.com,2076,2076,2076,1,0,2076
eagnmncom06a6.usps.com,2076,2076,2076,1,0,2076
eagnmncom06a8.usps.com,2076,2076,2076,1,0,2076
eagnmncom1158.usps.com,2076,2076,2076,1,0,2076
eagnmncom1159.usps.com,2076,2076,2076,1,0,2076
eagnmncom115a.usps.com,2076,2076,2076,1,0,2076
eagnmncom115b.usps.com,2076,2076,2076,1,0,2076
eagnmncom115c.usps.com,2076,2076,2076,1,0,2076
eagnmncom11b0.usps.com,2076,2076,2076,1,0,2076
eagnmncom120f.usps.com,2076,2076,2076,1,0,2076
eagnmncom1228.usps.com,2076,2076,2076,1,0,2076
eagnmncom1229.usps.com,2076,2076,2076,1,0,2076
eagnmncom122c.usps.com,2076,2076,2076,1,0,2076
eagnmncom1a19.usps.com,2076,2076,2076,1,0,2076
eagnmncom1bf8.usps.com,2076,2076,2076,1,0,2076
eagnmncom1bf9.usps.com,2076,2076,2076,1,0,2076
eagnmnmepcf5.usps.gov,2076,4153,2076,2.000481696,2.500481696,2076
ecom-cat.usps.com,2076,2076,1038,1,23.50529865,0
edit.uscourts.gov,2076,8306,1038,4.000963391,13.00289017,2076
edna.usgs.gov,2076,3115,2076,1.500481696,162.0380539,2076
education.usgs.gov,2076,5191,2076,2.500481696,21.50529865,2076
ejscreen.epa.gov,2076,12459,5191,6.001445087,0,5191
elpaso.va.gov,2076,2076,2076,1,0,2076
eospso.nasa.gov,2076,2076,2076,1,0,2076
eppportal.ndc.nasa.gov,2076,2076,2076,1,0,2076
esa.gov,2076,2076,2076,1,2.500481696,2076
eweb1sp.sba.gov,2076,13497,1038,6.501445087,253.5597303,2076
ewebapp.rma.usda.gov,2076,5191,2076,2.500481696,60.01396917,2076
fcc.usajobs.gov,2076,2076,2076,1,389.0915222,0
fhfaoig.gov,2076,2076,2076,1,0,2076
firearms-examiner.training.nij.gov,2076,51912,1038,25.00578035,431.1016378,2076
fisheriespermits.noaa.gov,2076,8306,2076,4.000963391,63.51493256,2076
floridacaribbean-mdc.diver.orr.noaa.gov,2076,2076,1038,1,0,2076
fmvrs.fas.gsa.gov,2076,464095,1038,223.5525048,4590.580443,2076
foia.af.mil,2076,3115,1038,1.500481696,11.50289017,2076
fresno.va.gov,2076,3115,2076,1.500481696,57.51348748,2076
fsrio.nal.usda.gov,2076,11421,2076,5.501445087,93.522158,2076
fss.va.gov,2076,2076,2076,1,9.502408478,2076
fwsprimary.wim.usgs.gov,2076,2076,1038,1,8.501926782,2076
gameon.nasa.gov,2076,2076,2076,1,0,2076
gau.ccr.cancer.gov,2076,2076,2076,1,0,2076
gis.cancer.gov,2076,16612,2076,8.001926782,341.5804432,1038
goes.gsfc.nasa.gov,2076,3115,2076,1.500481696,43.01011561,2076
guideline.gov,2076,2076,1038,1,0,2076
hallways-dev.cap.gsa.gov,2076,5191,1038,2.500481696,198.5467245,3115
hawaii.va.gov,2076,4153,2076,2.000481696,48.51156069,2076
heasarc.nasa.gov,2076,2076,2076,1,0,2076
hfpp.cms.gov,2076,8306,1038,4.000963391,679.1599229,1038
hi.water.usgs.gov,2076,7268,1038,3.500963391,577.1358382,2076
honeybeenet.gsfc.nasa.gov,2076,11421,2076,5.501445087,146.0342004,2076
houston.hsrd.research.va.gov,2076,4153,2076,2.000481696,385.5905588,2076
hydro.nationalmap.gov,2076,2076,2076,1,0,2076
iapreview.ars.usda.gov,2076,5191,2076,2.500481696,90.52119461,2076
icollege.ndu.edu,2076,2076,1038,1,0,2076
icp.giss.nasa.gov,2076,2076,2076,1,0,2076
inside.fsis.usda.gov,2076,7268,1038,3.500963391,100.5236031,2076
iris.ncep.noaa.gov,2076,5191,2076,2.500481696,9.001926782,2076
istcolloq.gsfc.nasa.gov,2076,15574,1038,7.501926782,109.5260116,2076
its.bldrdoc.gov,2076,2076,1038,1,0,2076
jointmission.gsfc.nasa.gov,2076,2076,2076,1,0,2076
jpss.noaa.gov,2076,2076,1038,1,0,2076
jtfgtmo.southcom.mil,2076,10382,2076,5.000963391,186.0438343,2076
kb.defense.gov,2076,5191,2076,2.500481696,0,2076
keplerscience.arc.nasa.gov,2076,5191,3115,2.500481696,0,3115
keystonepipeline-xl.state.gov,2076,2076,1038,1,421.5992293,2076
knowyourchances.cancer.gov,2076,3115,2076,1.500481696,4.500963391,2076
la.defense.gov,2076,4153,1038,2.000481696,4.000963391,2076
la.usembassy.gov,2076,25956,3115,12.50289017,29.00674374,3115
labs-bsp.data.gov,2076,10382,2076,5.000963391,13.50337187,2076
legacy.usaspending.gov,2076,2076,2076,1,0,2076
library.usgs.gov,2076,5191,2076,2.500481696,458.6078998,2076
listo.gov,2076,15574,2076,7.501926782,135.0317919,2076
lrb.usace.army.mil,2076,4153,2076,2.000481696,74.01734104,2076
m.cameochemicals.noaa.gov,2076,2076,1038,1,0,2076
mail.ofda.gov,2076,4153,2076,2.000481696,18.50433526,2076
marforeur.marines.mil,2076,3115,3115,1.500481696,0,3115
marineprotectedareas.noaa.gov,2076,2076,2076,1,0,2076
marketingexpress.irs.gov,2076,3115,3115,1.500481696,42.51011561,2076
mboman-www-beta.dev.ncei.noaa.gov,2076,47759,1038,23.00529865,437.6030829,1038
mciwest.marines.mil,2076,2076,2076,1,5.000963391,2076
mdphd.gpp.nih.gov,2076,5191,2076,2.500481696,307.5722543,2076
medicalservicecorps.amedd.army.mil,2076,2076,2076,1,0,2076
mh.usembassy.gov,2076,4153,2076,2.000481696,14.00337187,2076
microbiology.usgs.gov,2076,23880,2076,11.50289017,35.50818882,2076
mobile.tidesandcurrents.noaa.gov,2076,2076,2076,1,0,2076
modis-land.gsfc.nasa.gov,2076,3115,2076,1.500481696,1238.791426,1038
monitor.noaa.gov,2076,2076,2076,1,0,2076
mysales.fas.gsa.gov,2076,8306,2076,4.000963391,89.02071291,1038
nae.usace.army.mil,2076,2076,2076,1,0,2076
nan.usace.army.mil,2076,6229,2076,3.000481696,35.00818882,2076
nciterms-stage.nci.nih.gov,2076,16612,1038,8.001926782,794.6868979,2076
ncrar.research.va.gov,2076,2076,2076,1,0,2076
netsafa.navy.mil,2076,3115,2076,1.500481696,416.5982659,1038
newbornscreeningcodes.nlm.nih.gov,2076,2076,2076,1,75.51782274,0
nih.usajobs.gov,2076,2076,2076,1,15.50385356,1038
northeastdiesel.org,2076,2076,1038,1,0,2076
nrepp-learning.samhsa.gov,2076,3115,2076,1.500481696,46.0105973,1038
ntis.gov,2076,4153,2076,2.000481696,206.0486513,2076
nwbc.gov,2076,11421,2076,5.501445087,91.02119461,2076
oaspub.epa.gov,2076,61256,11421,29.50674374,177.5419075,8306
ocio.commerce.gov,2076,40492,2076,19.50481696,392.0924855,2076
oco.jpl.nasa.gov,2076,2076,1038,1,0,2076
ocrdata.ed.gov,2076,33224,6229,16.00385356,182.0428709,4153
okinawa.marines.mil,2076,2076,2076,1,0,2076
opioids.gov,2076,4153,1038,2.000481696,0,2076
opm.usajobs.gov,2076,13497,4153,6.501445087,1169.77553,1038
origin.wpc.ncep.noaa.gov,2076,3115,2076,1.500481696,3.500963391,2076
osbp.nasa.gov,2076,3115,3115,1.500481696,0,2076
ovc.ncjrs.gov,2076,3115,2076,1.500481696,19.00433526,2076
owi.usgs.gov,2076,2076,2076,1,0,2076
partnershipforpatients.cms.gov,2076,5191,3115,2.500481696,524.6233141,2076
partnerships.usaid.gov,2076,2076,2076,1,0,2076
pbrn.ahrq.gov,2076,3115,1038,1.500481696,41.00963391,2076
pcts.nmfs.noaa.gov,2076,3115,2076,1.500481696,30.50722543,1038
pic.gov,2076,6229,2076,3.000481696,48.51156069,2076
poa.usace.army.mil,2076,2076,2076,1,6.501445087,2076
pope.af.mil,2076,8306,2076,4.000963391,45.5105973,2076
postdocs.jpl.nasa.gov,2076,3115,2076,1.500481696,6.001445087,1038
powellcenter.usgs.gov,2076,2076,2076,1,23.00529865,1038
pps.gsfc.nasa.gov,2076,3115,1038,1.500481696,349.0823699,1038
presidentialinnovationfellows.gov,2076,8306,2076,4.000963391,66.51541426,2076
prod-earthquake.cr.usgs.gov,2076,3115,2076,1.500481696,247.5582852,2076
prod.nais.nasa.gov,2076,5191,2076,2.500481696,7.501926782,2076
providence.va.gov,2076,6229,3115,3.000481696,0,4153
publicdebt.treas.gov,2076,3115,2076,1.500481696,12.00289017,2076
queri.research.va.gov,2076,15574,3115,7.501926782,1126.264933,2076
r2r-prod-sg.ha2.cancer.gov,2076,40492,2076,19.50481696,331.0780347,2076
repi.mil,2076,3115,1038,1.500481696,48.51156069,2076
revenuedata.doi.gov,2076,4153,2076,2.000481696,1,2076
safcioa6.af.mil,2076,2076,1038,1,1,2076
safety.marines.mil,2076,3115,2076,1.500481696,15.50385356,2076
safetyact.gov,2076,5191,2076,2.500481696,29.50674374,2076
safia.hq.af.mil,2076,2076,2076,1,0,2076
sbir2.st.dhs.gov,2076,12459,2076,6.001445087,59.51396917,2076
science.msfc.nasa.gov,2076,2076,2076,1,92.0216763,1038
search.ers.usda.gov,2076,3115,2076,1.500481696,19.00433526,2076
search.gov,2076,3115,2076,1.500481696,8.501926782,2076
search.nij.gov,2076,9344,5191,4.500963391,1.500481696,6229
services.nationalmap.gov,2076,3115,2076,1.500481696,25.00578035,2076
sigar.mil,2076,10382,2076,5.000963391,206.0486513,2076
solc.gsfc.nasa.gov,2076,2076,1038,1,0,2076
southernoregon.va.gov,2076,2076,2076,1,2.500481696,2076
specsintact.ksc.nasa.gov,2076,10382,1038,5.000963391,832.6960501,2076
spn.usace.army.mil,2076,6229,2076,3.000481696,82.01926782,2076
srf.navy.mil,2076,6229,2076,3.000481696,57.01348748,2076
ssd.wrh.noaa.gov,2076,4153,1038,2.000481696,357.083815,2076
stage-poboxes.usps.com,2076,17650,1038,8.501926782,128.5303468,1038
staging.disasterassistance.gov,2076,4153,2076,2.000481696,5.000963391,2076
str.fas.gsa.gov,2076,13497,1038,6.501445087,787.1854528,2076
streamstatsags.cr.usgs.gov,2076,3115,3115,1.500481696,0,2076
survivorship.cancer.gov,2076,2076,2076,1,0,2076
swd.usace.army.mil,2076,6229,2076,3.000481696,37.00867052,1038
sweet.jpl.nasa.gov,2076,2076,2076,1,0,2076
swot.jpl.nasa.gov,2076,12459,2076,6.001445087,47.511079,2076
sy.usembassy.gov,2076,3115,2076,1.500481696,3.500963391,2076
tadd.weather.gov,2076,2076,2076,1,103.0240848,2076
tam.usace.army.mil,2076,6229,3115,3.000481696,25.50578035,3115
techcamp.america.gov,2076,10382,1038,5.000963391,589.1387283,2076
tidesonline.nos.noaa.gov,2076,3115,2076,1.500481696,378.5891137,2076
tl.usembassy.gov,2076,6229,2076,3.000481696,184.5433526,1038
training.rocis.gov,2076,5191,1038,2.500481696,130.0308285,2076
treasuryauctions.gov,2076,21803,2076,10.50240848,270.5635838,2076
trimewebmod.epa.gov,2076,8306,2076,4.000963391,592.6396917,2076
tsunami.coast.noaa.gov,2076,2076,2076,1,0,2076
usalearning.gov,2076,12459,2076,6.001445087,298.5703276,2076
usamrd-w.amedd.army.mil,2076,2076,2076,1,0,2076
usao.usajobs.gov,2076,2076,1038,1,101.5240848,0
ut.water.usgs.gov,2076,2076,2076,1,9.502408478,2076
vdatum.noaa.gov,2076,10382,3115,5.000963391,846.1989403,3115
vetopportunities.amedd.army.mil,2076,7268,2076,3.500963391,87.52071291,2076
visn8.va.gov,2076,4153,2076,2.000481696,149.5351638,1038
visn9.va.gov,2076,13497,1038,6.501445087,446.1050096,2076
wa.water.usgs.gov,2076,5191,2076,2.500481696,159.5375723,2076
warrelatedillness.va.gov,2076,3115,1038,1.500481696,807.6902697,2076
water.noaa.gov,2076,2076,2076,1,18.50433526,1038
watersgeo.epa.gov,2076,14535,6229,7.001445087,709.6671484,4153
wfdss.usgs.gov,2076,8306,2076,4.000963391,719.6695568,2076
wfmrda.nwcg.gov,2076,2076,1038,1,0,2076
wfrc.usgs.gov,2076,3115,1038,1.500481696,6.501445087,2076
wilmington.va.gov,2076,5191,3115,2.500481696,16.00385356,3115
wiser.nlm.nih.gov,2076,2076,2076,1,0,2076
wmdcenter.ndu.edu,2076,7268,2076,3.500963391,267.5631021,2076
www2.ntia.doc.gov,2076,4153,1038,2.000481696,70.51637765,2076
wwwsvlt.nlm.nih.gov,2076,10382,3115,5.000963391,0,4153
101arw.ang.af.mil,1038,1038,1038,1,0,1038
103aw.ang.af.mil,1038,1038,1038,1,0,1038
108thwing.ang.af.mil,1038,17650,1038,17.00385356,494.1165703,1038
109aw.ang.af.mil,1038,1038,1038,1,0,1038
10af.afrc.af.mil,1038,1038,1038,1,0,1038
118wg.ang.af.mil,1038,3115,1038,3.000963391,183.0433526,1038
11thmeu.marines.mil,1038,2076,1038,2,64.01541426,0
126arw.ang.af.mil,1038,6229,1038,6.000963391,134.0317919,1038
129rqw.ang.af.mil,1038,2076,1038,2,7.001926782,1038
131bw.ang.af.mil,1038,1038,1038,1,0,1038
133aw.ang.af.mil,1038,1038,1038,1,12.00289017,1038
137sow.ang.af.mil,1038,4153,1038,4.000963391,38.00867052,0
139aw.ang.af.mil,1038,1038,1038,1,8.001926782,1038
140wg.ang.af.mil,1038,4153,1038,4.000963391,56.01348748,1038
141arw.ang.af.mil,1038,1038,1038,1,0,1038
147atkw.ang.af.mil,1038,3115,1038,3.000963391,23.00578035,1038
151arw.ang.af.mil,1038,4153,1038,4.000963391,101.0240848,1038
153aw.ang.af.mil,1038,3115,1038,3.000963391,1815.426782,1038
155arw.ang.af.mil,1038,3115,1038,3.000963391,46.0105973,1038
15thmeu.marines.mil,1038,1038,1038,1,0,1038
162wing.ang.af.mil,1038,1038,1038,1,0,1038
163atkw.ang.af.mil,1038,1038,1038,1,0,1038
166aw.ang.af.mil,1038,1038,1038,1,14.00289017,1038
172aw.ang.af.mil,1038,1038,1038,1,0,1038
174attackwing.ang.af.mil,1038,3115,1038,3.000963391,10.00192678,1038
177fw.ang.af.mil,1038,3115,1038,3.000963391,173.0404624,1038
185arw.ang.af.mil,1038,13497,1038,13.00289017,103.0240848,1038
187fw.ang.af.mil,1038,3115,1038,3.000963391,54.01252408,1038
194wg.ang.af.mil,1038,1038,1038,1,0,1038
195wg.ang.af.mil,1038,1038,1038,1,0,1038
1997-2001.state.gov,1038,1038,1038,1,0,1038
2009-2017-fpc.state.gov,1038,1038,1038,1,0,1038
2009-2017.pepfar.gov,1038,1038,1038,1,0,1038
2010-2014.commerce.gov,1038,1038,1038,1,0,1038
2012-keystonepipeline-xl.state.gov,1038,1038,1038,1,14.00289017,1038
22af.afrc.af.mil,1038,1038,1038,1,0,1038
2ndmarines.marines.mil,1038,1038,1038,1,0,1038
2ndmeb.marines.mil,1038,1038,1038,1,0,1038
310sw.afrc.af.mil,1038,1038,1038,1,0,1038
31stmeu.marines.mil,1038,1038,1038,1,0,1038
33fw.af.mil,1038,1038,1038,1,0,1038
419fw.afrc.af.mil,1038,2076,1038,2,54.01252408,1038
514amw.afrc.af.mil,1038,1038,1038,1,0,1038
552acw.acc.af.mil,1038,1038,1038,1,0,1038
55samfrontendcomp.apps.prod-iae.bsp.gsa.gov,1038,1038,1038,1,0,1038
618tacc.amc.af.mil,1038,5191,1038,5.000963391,22.00481696,1038
6mlmc.amedd.army.mil,1038,1038,1038,1,0,1038
8af.af.mil,1038,1038,1038,1,0,1038
908aw.afrc.af.mil,1038,1038,1038,1,37.00867052,1038
916arw.afrc.af.mil,1038,2076,1038,2,58.01348748,1038
940arw.afrc.af.mil,1038,1038,1038,1,0,1038
943rqg.afrc.af.mil,1038,1038,1038,1,0,1038
aatc.ang.af.mil,1038,2076,1038,2,65.01541426,1038
accessibility.18f.gov,1038,1038,1038,1,0,1038
account.mymedicare.gov,1038,1038,1038,1,0,1038
acms.research.gov,1038,48797,2076,47.0105973,0,11421
acquia-dev-nhtsa.dot.gov,1038,2076,1038,2,2,1038
acquia-stage-nhtsa.dot.gov,1038,7268,1038,7.001926782,433.1021195,1038
adlregistry.adlnet.gov,1038,1038,1038,1,0,1038
adopter.adlnet.gov,1038,1038,1038,1,0,1038
afhistory.af.mil,1038,1038,1038,1,111.0260116,0
afoutreach.af.mil,1038,1038,1038,1,12.00289017,1038
afsbirsttr.af.mil,1038,3115,1038,3.000963391,50.01156069,1038
agc.army.mil,1038,1038,1038,1,0,1038
agdc.usgs.gov,1038,1038,1038,1,712.1676301,0
aghealth.nih.gov,1038,1038,1038,1,0,1038
ahrq.usajobs.gov,1038,1038,1038,1,7.001926782,0
aids.nlm.nih.gov,1038,1038,1038,1,0,1038
airforcebes.af.mil,1038,14535,1038,14.00289017,140.0327553,1038
airquality.gsfc.nasa.gov,1038,1038,1038,1,93.022158,0
albany.va.gov,1038,3115,2076,3.000963391,0,2076
alpha.sam.gov,1038,1038,1038,1,0,1038
ameddmuseum.amedd.army.mil,1038,1038,1038,1,0,1038
amputation.research.va.gov,1038,1038,1038,1,0,1038
amsc.amedd.army.mil,1038,2076,1038,2,57.01348748,1038
aoc.usajobs.gov,1038,2076,2076,2,12.00289017,0
app.buyaccessible.gov,1038,15574,1038,15.00385356,454.1069364,1038
apps.gov,1038,7268,1038,7.001926782,139.0327553,1038
aqua.nasa.gov,1038,1038,1038,1,0,1038
arch.idmanagement.gov,1038,8306,1038,8.001926782,196.0462428,1038
archive.foia.gov,1038,1038,1038,1,0,1038
arcr.niaaa.nih.gov,1038,8306,2076,8.001926782,247.0578035,2076
arctic.gov,1038,8306,1038,8.001926782,26.00578035,1038
arrs.ahrq.gov,1038,5191,1038,5.000963391,111.0260116,1038
arset.gsfc.nasa.gov,1038,8306,2076,8.001926782,944.2225434,2076
artcontest.larc.nasa.gov,1038,8306,2076,8.001926782,0,2076
asmail.occ.gov,1038,20765,1038,20.00481696,155.0366089,1038
atlanta.feb.gov,1038,1038,1038,1,0,1038
aviationsystemsdivision.arc.nasa.gov,1038,1038,1038,1,0,1038
bankcustomer.gov,1038,1038,1038,1,0,1038
bath.va.gov,1038,2076,1038,2,93.022158,1038
beready.af.mil,1038,1038,1038,1,0,1038
beringclimate.noaa.gov,1038,1038,1038,1,759.1782274,1038
beta.test.ncei.noaa.gov,1038,13497,1038,13.00289017,2764.650289,1038
